id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,quiz_score,time_spent,engagement_score
561,Christopher,Hines,christopher.hines.561@gslingacademy.com,male,False,1,False,26,Accountant,90,64,94.0,84,66,61,72,0.45173745173745194,0.462962962962963,0.4562276562276564
562,Theodore,Williams,theodore.williams.562@gslingacademy.com,male,False,3,False,30,Unknown,96,89,73.0,75,99,89,71,0.6872586872586872,0.8703703703703703,0.7605033605033604
563,Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,female,True,6,False,2,Business Owner,80,81,92.0,73,71,71,84,0.5328185328185331,0.37037037037037035,0.467839267839268
564,Alexandra,Day,alexandra.day.564@gslingacademy.com,female,False,2,False,34,Software Engineer,87,83,75.0,73,92,91,71,0.6100386100386097,0.7037037037037037,0.6475046475046473
565,John,Pacheco,john.pacheco.565@gslingacademy.com,male,False,10,False,0,Business Owner,94,75,91.0,64,67,93,65,0.5212355212355213,0.6481481481481481,0.5720005720005721
566,Sherry,Brown,sherry.brown.566@gslingacademy.com,female,False,10,True,3,Artist,87,82,88.0,100,73,96,75,0.7220077220077221,0.5925925925925926,0.6702416702416703
567,Douglas,Clark,douglas.clark.567@gslingacademy.com,male,False,2,False,30,Software Engineer,95,97,88.0,77,96,96,74,0.8069498069498069,0.537037037037037,0.6989846989846988
568,Alex,Farmer,alex.farmer.568@gslingacademy.com,male,True,3,True,15,Construction Engineer,85,96,82.0,64,82,94,81,0.6563706563706564,0.6666666666666666,0.6604890604890605
569,Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,male,False,8,True,1,Business Owner,67,65,77.0,72,94,88,77,0.4864864864864864,0.40740740740740744,0.45485485485485483
570,Wayne,Trevino,wayne.trevino.570@gslingacademy.com,male,False,3,True,6,Government Officer,84,100,92.0,82,85,70,69,0.6486486486486487,0.16666666666666666,0.45585585585585586
571,Pamela,Horne,pamela.horne.571@gslingacademy.com,female,False,7,True,1,Game Developer,83,88,90.0,100,71,98,96,0.8185328185328187,0.9814814814814814,0.8837122837122837
572,Michael,Schaefer,michael.schaefer.572@gslingacademy.com,male,True,9,True,5,Business Owner,67,78,68.0,51,77,72,78,0.29729729729729715,0.07407407407407407,0.2080080080080079
573,Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,male,False,1,False,30,Banker,75,92,72.0,88,92,77,84,0.640926640926641,0.6481481481481481,0.6438152438152438
574,Antonio,Lucero,antonio.lucero.574@gslingacademy.com,male,False,3,True,8,Government Officer,67,76,70.0,73,81,85,80,0.4555984555984556,0.6111111111111112,0.5178035178035179
575,Terry,Ashley,terry.ashley.575@gslingacademy.com,male,True,9,False,5,Business Owner,67,54,51.0,72,75,60,88,0.20463320463320445,0.9444444444444444,0.5005577005577004
576,Rita,Cochran,rita.cochran.576@gslingacademy.com,female,False,1,False,5,Artist,72,91,78.0,97,86,93,77,0.6949806949806954,0.5555555555555556,0.6392106392106395
577,Joseph,Gregory,joseph.gregory.577@gslingacademy.com,male,False,4,False,4,Government Officer,78,98,76.0,68,86,91,82,0.6370656370656369,0.16666666666666666,0.4489060489060488
578,Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,female,False,1,False,47,Doctor,85,87,92.0,96,92,90,88,0.8339768339768341,0.33333333333333337,0.6337194337194338
579,Tina,Sparks,tina.sparks.579@gslingacademy.com,female,False,3,True,16,Stock Investor,100,70,69.0,61,100,65,81,0.5096525096525095,0.5740740740740741,0.5354211354211353
580,Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,male,True,5,False,3,Business Owner,56,59,89.0,68,79,83,68,0.33976833976833953,0.0,0.20386100386100373
581,Christina,Guerrero,christina.guerrero.581@gslingacademy.com,female,False,5,True,32,Scientist,93,75,83.0,99,100,91,74,0.7760617760617761,0.07407407407407407,0.49526669526669526
582,Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,female,False,2,False,31,Banker,89,91,85.0,69,76,92,94,0.7027027027027026,0.8148148148148148,0.7475475475475475
583,Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,male,False,3,False,6,Real Estate Developer,59,88,74.0,92,72,97,64,0.5096525096525095,0.05555555555555555,0.3280137280137279
584,Lindsay,Brady,lindsay.brady.584@gslingacademy.com,female,False,3,False,16,Unknown,99,70,74.0,65,99,74,62,0.4980694980694982,0.2777777777777778,0.40995280995281
585,Gary,Rivera,gary.rivera.585@gslingacademy.com,male,False,6,False,34,Lawyer,89,89,85.0,74,78,87,82,0.6563706563706564,0.42592592592592593,0.5641927641927642
586,Luke,Moore,luke.moore.586@gslingacademy.com,male,False,3,False,26,Software Engineer,86,63,78.0,78,80,67,97,0.5212355212355213,0.2777777777777778,0.4238524238524239
587,Tanya,Green,tanya.green.587@gslingacademy.com,female,False,6,False,21,Banker,79,65,91.0,65,61,88,95,0.5019305019305018,1.0,0.7011583011583011
588,Bryan,Lee,bryan.lee.588@gslingacademy.com,male,False,3,False,46,Doctor,96,89,91.0,90,90,91,99,0.8957528957528962,0.018518518518518517,0.5448591448591451
589,Melanie,Bridges,melanie.bridges.589@gslingacademy.com,female,False,6,False,48,Doctor,95,90,85.0,90,96,89,96,0.8764478764478767,0.8888888888888888,0.8814242814242816
590,Eric,Bowers,eric.bowers.590@gslingacademy.com,male,True,1,False,46,Doctor,96,85,90.0,95,100,96,88,0.9111969111969116,0.5,0.746718146718147
591,Meredith,Reed,meredith.reed.591@gslingacademy.com,female,True,3,False,28,Unknown,95,80,64.0,97,85,94,60,0.6216216216216215,0.5740740740740741,0.6026026026026026
592,David,Brown,david.brown.592@gslingacademy.com,male,True,4,False,2,Unknown,80,62,84.0,95,71,85,87,0.5791505791505793,0.4814814814814815,0.5400829400829402
593,William,Johns,william.johns.593@gslingacademy.com,male,True,0,False,32,Stock Investor,86,70,73.0,85,67,91,98,0.6023166023166024,0.35185185185185186,0.5021307021307022
594,Eric,Patton,eric.patton.594@gslingacademy.com,male,True,10,False,5,Business Owner,42,95,99.0,61,62,77,99,0.46718146718146736,0.42592592592592593,0.4506792506792508
595,Wendy,Warner,wendy.warner.595@gslingacademy.com,female,False,4,False,31,Lawyer,80,93,93.0,94,81,81,78,0.718146718146718,0.2037037037037037,0.5123695123695122
596,Timothy,Powell,timothy.powell.596@gslingacademy.com,male,False,4,True,1,Artist,79,97,100.0,94,65,62,76,0.6138996138996142,0.9074074074074074,0.7313027313027315
597,Victoria,Thompson,victoria.thompson.597@gslingacademy.com,female,True,9,True,4,Business Owner,43,63,91.0,67,74,71,88,0.3204633204633205,0.6296296296296297,0.44412984412984413
598,Jeremy,Brown,jeremy.brown.598@gslingacademy.com,male,False,2,True,8,Real Estate Developer,58,84,95.0,66,99,91,70,0.5752895752895753,0.5925925925925926,0.5822107822107823
599,Barbara,Schneider,barbara.schneider.599@gslingacademy.com,female,False,3,True,23,Accountant,86,73,83.0,93,46,91,70,0.4942084942084941,0.5925925925925926,0.5335621335621334
600,Lindsay,Morales,lindsay.morales.600@gslingacademy.com,female,False,1,False,23,Doctor,96,91,97.0,84,89,82,75,0.772200772200772,0.9259259259259258,0.8336908336908335
601,Gary,Patel,gary.patel.601@gslingacademy.com,male,False,1,False,28,Lawyer,91,88,98.0,89,75,91,92,0.810810810810811,0.7777777777777778,0.7975975975975977
602,Michelle,Ortiz,michelle.ortiz.602@gslingacademy.com,female,False,1,False,7,Unknown,85,62,77.0,62,80,88,83,0.4749034749034746,0.6666666666666666,0.5516087516087514
603,Susan,Lynch,susan.lynch.603@gslingacademy.com,female,False,0,False,5,Artist,87,91,93.0,92,97,95,99,0.926640926640927,0.2037037037037037,0.6374660374660377
604,Tammy,Hernandez,tammy.hernandez.604@gslingacademy.com,female,False,2,False,4,Unknown,60,91,85.0,67,98,61,64,0.43243243243243246,0.037037037037037035,0.2742742742742743
605,Jennifer,Guerra,jennifer.guerra.605@gslingacademy.com,female,False,2,False,26,Unknown,76,85,67.0,60,100,63,64,0.38996138996138985,0.0,0.2339768339768339
606,Kelly,Schwartz,kelly.schwartz.606@gslingacademy.com,female,False,4,True,33,Lawyer,84,89,74.0,79,86,93,95,0.718146718146718,0.5925925925925926,0.6679250679250679
607,Brittany,Orozco,brittany.orozco.607@gslingacademy.com,female,False,4,True,34,Lawyer,87,94,74.0,84,77,82,85,0.6525096525096528,0.7222222222222222,0.6803946803946805
608,Samantha,Alvarado,samantha.alvarado.608@gslingacademy.com,female,True,4,False,16,Accountant,82,79,64.0,75,93,82,60,0.46718146718146736,0.16666666666666666,0.34697554697554706
609,Christopher,Anderson,christopher.anderson.609@gslingacademy.com,male,False,4,False,3,Business Owner,64,61,73.0,70,87,75,100,0.44787644787644787,0.7777777777777778,0.5798369798369798
610,William,Smith,william.smith.610@gslingacademy.com,male,False,3,False,25,Lawyer,77,80,88.0,84,84,92,82,0.6679536679536682,0.7962962962962963,0.7192907192907194
611,Courtney,Patterson,courtney.patterson.611@gslingacademy.com,female,False,0,False,4,Stock Investor,86,82,90.0,69,66,93,94,0.640926640926641,0.5185185185185185,0.591963391963392
612,Kevin,Hess,kevin.hess.612@gslingacademy.com,male,False,0,False,4,Real Estate Developer,81,84,76.0,88,84,89,87,0.6756756756756754,0.22222222222222218,0.49429429429429417
613,Melissa,Higgins,melissa.higgins.613@gslingacademy.com,female,False,3,False,21,Software Engineer,91,90,92.0,78,67,86,71,0.6216216216216215,0.2037037037037037,0.45445445445445437
614,Elizabeth,Chavez,elizabeth.chavez.614@gslingacademy.com,female,False,7,False,4,Business Owner,72,99,61.0,67,95,98,89,0.644787644787645,0.5555555555555556,0.6090948090948093
615,Mary,Taylor,mary.taylor.615@gslingacademy.com,female,False,3,False,24,Writer,80,70,80.0,96,72,99,65,0.5714285714285716,0.8333333333333333,0.6761904761904762
616,Joshua,Parker,joshua.parker.616@gslingacademy.com,male,False,2,False,16,Unknown,90,89,98.0,70,79,60,92,0.6332046332046333,0.018518518518518517,0.38733018733018737
617,Joshua,Kelly,joshua.kelly.617@gslingacademy.com,male,False,10,False,2,Business Owner,72,51,52.0,98,50,90,63,0.23938223938223935,0.9259259259259258,0.5139997139997139
618,Travis,Ross,travis.ross.618@gslingacademy.com,male,False,3,False,35,Software Engineer,93,85,89.0,93,90,91,88,0.8301158301158305,0.9074074074074074,0.8610324610324612
619,Kenneth,Buchanan,kenneth.buchanan.619@gslingacademy.com,male,False,2,False,24,Doctor,95,85,90.0,94,91,84,85,0.810810810810811,0.6296296296296297,0.7383383383383384
620,Ryan,Clarke,ryan.clarke.620@gslingacademy.com,male,False,2,True,46,Doctor,86,93,89.0,90,100,86,93,0.8610038610038613,0.40740740740740744,0.6795652795652797
621,Gina,Solomon,gina.solomon.621@gslingacademy.com,female,False,6,False,1,Business Owner,89,55,89.0,67,55,64,70,0.28957528957528966,0.2962962962962963,0.2922636922636923
622,David,Madden,david.madden.622@gslingacademy.com,male,False,5,False,26,Unknown,90,75,67.0,85,64,95,96,0.6100386100386097,0.462962962962963,0.551208351208351
623,William,Brennan,william.brennan.623@gslingacademy.com,male,False,1,False,5,Unknown,79,95,81.0,67,66,71,66,0.4285714285714284,0.12962962962962962,0.3089947089947089
624,Judy,Mckenzie,judy.mckenzie.624@gslingacademy.com,female,True,5,False,17,Teacher,86,88,98.0,66,62,95,90,0.66023166023166,0.5185185185185185,0.6035464035464034
625,Logan,Lindsey,logan.lindsey.625@gslingacademy.com,male,False,3,False,4,Artist,83,78,68.0,72,77,89,70,0.4749034749034746,0.462962962962963,0.47012727012727
626,Kyle,Williams,kyle.williams.626@gslingacademy.com,male,False,6,False,27,Lawyer,85,92,62.0,95,65,89,95,0.6525096525096528,0.16666666666666666,0.4581724581724583
627,Mark,Padilla,mark.padilla.627@gslingacademy.com,male,False,3,False,0,Artist,66,78,86.0,87,64,65,64,0.3706563706563708,0.462962962962963,0.40757900757900767
628,Eugene,Clark,eugene.clark.628@gslingacademy.com,male,False,6,True,16,Accountant,93,80,60.0,62,43,68,67,0.2277992277992278,0.6111111111111112,0.38112398112398116
629,Sean,Wagner,sean.wagner.629@gslingacademy.com,male,False,6,True,14,Unknown,65,89,79.0,95,71,61,62,0.41698841698841704,0.9259259259259258,0.6205634205634205
630,Christine,Larson,christine.larson.630@gslingacademy.com,female,True,2,False,5,Real Estate Developer,52,66,98.0,83,92,82,91,0.5791505791505793,0.7407407407407407,0.6437866437866439
631,Melinda,Freeman,melinda.freeman.631@gslingacademy.com,female,False,3,True,31,Banker,90,80,84.0,70,65,89,64,0.4942084942084941,0.1111111111111111,0.3409695409695409
632,Elizabeth,Smith,elizabeth.smith.632@gslingacademy.com,female,False,2,True,4,Artist,83,89,99.0,100,73,86,88,0.7876447876447878,0.05555555555555555,0.4948090948090949
633,Walter,King,walter.king.633@gslingacademy.com,male,False,1,False,5,Artist,62,89,72.0,68,85,80,75,0.45173745173745194,0.962962962962963,0.6562276562276563
634,Lisa,Bean,lisa.bean.634@gslingacademy.com,female,False,1,False,11,Writer,98,72,99.0,84,60,95,93,0.7220077220077221,0.9074074074074074,0.7961675961675962
635,Douglas,Hayes,douglas.hayes.635@gslingacademy.com,male,False,8,True,12,Unknown,76,75,74.0,67,76,82,79,0.4440154440154438,0.8148148148148148,0.5923351923351923
636,Heather,Jefferson,heather.jefferson.636@gslingacademy.com,female,False,0,False,5,Game Developer,97,62,98.0,70,67,71,70,0.46718146718146736,0.1851851851851852,0.3543829543829545
637,Melinda,Byrd,melinda.byrd.637@gslingacademy.com,female,True,6,False,1,Business Owner,63,60,95.0,99,87,58,66,0.44015444015444016,0.5185185185185185,0.47150007150007145
638,Alexander,Burnett,alexander.burnett.638@gslingacademy.com,male,False,5,False,2,Artist,98,99,64.0,88,72,87,99,0.7451737451737452,0.6481481481481481,0.7063635063635063
639,Maria,Campos,maria.campos.639@gslingacademy.com,female,True,10,False,1,Business Owner,78,84,84.0,61,88,67,92,0.5405405405405403,0.4444444444444444,0.5021021021021019
640,Lindsey,Anthony,lindsey.anthony.640@gslingacademy.com,female,False,2,True,30,Stock Investor,85,77,89.0,77,84,71,71,0.5405405405405403,0.37037037037037035,0.4724724724724723
641,Darryl,Schultz,darryl.schultz.641@gslingacademy.com,male,False,6,False,0,Business Owner,59,100,84.0,93,70,56,74,0.471042471042471,0.6481481481481481,0.5418847418847419
642,Bethany,French,bethany.french.642@gslingacademy.com,female,False,2,True,6,Unknown,99,77,88.0,60,93,61,96,0.6177606177606179,0.16666666666666666,0.43732303732303734
643,Tyler,Scott,tyler.scott.643@gslingacademy.com,male,False,6,True,24,Accountant,76,62,86.0,80,47,85,71,0.359073359073359,0.6666666666666666,0.4821106821106821
644,Patricia,Hall,patricia.hall.644@gslingacademy.com,female,False,7,False,26,Lawyer,80,90,85.0,89,85,80,68,0.6293436293436296,0.14814814814814814,0.436865436865437
645,Ryan,Williams,ryan.williams.645@gslingacademy.com,male,False,7,False,0,Business Owner,82,74,92.0,50,77,98,100,0.6138996138996142,0.42592592592592593,0.538710138710139
646,Levi,Mason,levi.mason.646@gslingacademy.com,male,False,1,False,18,Software Engineer,89,64,72.0,61,75,68,83,0.3783783783783783,0.6296296296296297,0.4788788788788788
647,Michael,Vang,michael.vang.647@gslingacademy.com,male,False,4,False,20,Software Engineer,89,79,75.0,80,97,94,68,0.6486486486486487,0.8888888888888888,0.7447447447447448
648,April,Humphrey,april.humphrey.648@gslingacademy.com,female,False,0,False,23,Software Engineer,86,89,94.0,95,60,90,90,0.7335907335907339,0.6296296296296297,0.6920062920062922
649,Steven,Hancock,steven.hancock.649@gslingacademy.com,male,True,4,False,4,Business Owner,65,76,92.0,86,93,61,97,0.6023166023166024,0.8703703703703703,0.7095381095381096
650,Chelsea,Olson,chelsea.olson.650@gslingacademy.com,female,False,4,False,30,Banker,77,95,77.0,84,60,90,89,0.6100386100386097,0.6481481481481481,0.6252824252824251
651,Emily,Huang,emily.huang.651@gslingacademy.com,female,False,4,False,34,Banker,88,85,68.0,62,64,99,66,0.4555984555984556,0.31481481481481477,0.3992849992849993
652,Rachel,Jones,rachel.jones.652@gslingacademy.com,female,False,1,False,26,Accountant,98,77,94.0,87,44,85,61,0.5096525096525095,0.8888888888888888,0.6613470613470613
653,Philip,Walker,philip.walker.653@gslingacademy.com,male,False,5,False,27,Lawyer,84,86,90.0,80,72,99,85,0.7027027027027026,0.7037037037037037,0.7031031031031031
654,Laura,Rivera,laura.rivera.654@gslingacademy.com,female,False,1,True,18,Software Engineer,91,85,66.0,83,70,71,80,0.5096525096525095,0.5740740740740741,0.5354211354211353
655,Pamela,Henry,pamela.henry.655@gslingacademy.com,female,False,4,False,39,Doctor,97,95,94.0,90,86,85,95,0.8803088803088803,0.42592592592592593,0.6985556985556985
656,Nicole,Davidson,nicole.davidson.656@gslingacademy.com,female,False,7,True,29,Banker,77,88,63.0,87,71,93,84,0.5752895752895753,0.40740740740740744,0.5081367081367081
657,Jeffery,Parker,jeffery.parker.657@gslingacademy.com,male,False,0,True,27,Doctor,100,84,93.0,96,97,70,95,0.8532818532818531,0.5740740740740741,0.7415987415987415
658,Christopher,Banks,christopher.banks.658@gslingacademy.com,male,True,3,True,17,Software Engineer,93,70,62.0,99,63,83,60,0.44787644787644787,0.6666666666666666,0.5353925353925354
659,Tara,Griffin,tara.griffin.659@gslingacademy.com,female,True,5,True,31,Banker,93,99,79.0,78,64,87,76,0.6254826254826256,0.2037037037037037,0.45677105677105684
660,Lisa,Lloyd,lisa.lloyd.660@gslingacademy.com,female,True,4,False,13,Banker,94,89,74.0,75,73,78,61,0.5019305019305018,0.8888888888888888,0.6567138567138566
661,Elizabeth,Maldonado,elizabeth.maldonado.661@gslingacademy.com,female,False,4,True,12,Banker,88,86,79.0,93,68,92,99,0.7374517374517375,1.0,0.8424710424710425
662,Samuel,Anderson,samuel.anderson.662@gslingacademy.com,male,True,10,False,0,Business Owner,93,95,94.0,70,83,86,94,0.7760617760617761,0.22222222222222218,0.5545259545259545
663,Xavier,Johnson,xavier.johnson.663@gslingacademy.com,male,False,2,True,21,Construction Engineer,83,75,84.0,68,95,80,88,0.6138996138996142,0.40740740740740744,0.5313027313027314
664,Lauren,Cordova,lauren.cordova.664@gslingacademy.com,female,True,3,False,28,Lawyer,96,93,100.0,96,97,81,72,0.8532818532818531,0.4444444444444444,0.6897468897468897
665,Amanda,Hawkins,amanda.hawkins.665@gslingacademy.com,female,True,8,False,35,Accountant,87,88,93.0,88,96,85,94,0.8378378378378377,0.6296296296296297,0.7545545545545544
666,Donald,Coleman,donald.coleman.666@gslingacademy.com,male,False,9,True,24,Lawyer,95,82,84.0,69,63,85,69,0.5135135135135136,0.7407407407407407,0.6044044044044043
667,Phillip,Bennett,phillip.bennett.667@gslingacademy.com,male,False,1,False,28,Accountant,87,87,86.0,84,66,83,81,0.6177606177606179,0.537037037037037,0.5854711854711855
668,John,George,john.george.668@gslingacademy.com,male,False,9,False,0,Business Owner,43,95,64.0,95,66,67,74,0.34749034749034746,0.2962962962962963,0.327012727012727
669,Katherine,Moore,katherine.moore.669@gslingacademy.com,female,True,6,False,0,Business Owner,40,100,88.0,79,71,86,89,0.5366795366795367,0.8888888888888888,0.6775632775632776
670,Jose,Dominguez,jose.dominguez.670@gslingacademy.com,male,False,2,False,3,Real Estate Developer,64,70,98.0,82,100,72,78,0.5791505791505793,0.35185185185185186,0.4882310882310883
671,Lauren,Morrow,lauren.morrow.671@gslingacademy.com,female,False,3,False,16,Unknown,72,79,95.0,68,75,70,88,0.5135135135135136,0.8703703703703703,0.6562562562562563
672,Katie,Davenport,katie.davenport.672@gslingacademy.com,female,False,2,False,26,Lawyer,77,96,86.0,84,90,85,91,0.752895752895753,0.4444444444444444,0.6295152295152295
673,Michelle,Martinez,michelle.martinez.673@gslingacademy.com,female,True,10,True,4,Business Owner,40,86,53.0,63,50,87,77,0.16216216216216206,0.38888888888888884,0.2528528528528528
674,Jeremiah,Stanley,jeremiah.stanley.674@gslingacademy.com,male,False,2,False,24,Construction Engineer,100,89,90.0,96,72,90,86,0.8069498069498069,0.22222222222222218,0.573058773058773
675,Isaac,Tucker,isaac.tucker.675@gslingacademy.com,male,False,5,True,22,Software Engineer,89,93,95.0,88,72,76,71,0.6563706563706564,0.33333333333333337,0.5271557271557272
676,Hannah,Garcia,hannah.garcia.676@gslingacademy.com,female,True,2,False,14,Software Engineer,97,74,76.0,72,62,69,90,0.4864864864864864,0.8888888888888888,0.6474474474474474
677,Thomas,Nelson,thomas.nelson.677@gslingacademy.com,male,False,2,False,21,Unknown,100,77,74.0,61,81,96,96,0.66023166023166,0.6481481481481481,0.6553982553982552
678,William,Kennedy,william.kennedy.678@gslingacademy.com,male,False,4,False,29,Lawyer,81,88,85.0,89,81,91,98,0.7683397683397684,0.2037037037037037,0.5424853424853424
679,Jennifer,Williams,jennifer.williams.679@gslingacademy.com,female,False,6,False,3,Business Owner,100,91,53.0,78,55,91,74,0.4942084942084941,0.7407407407407407,0.5928213928213928
680,Jeffrey,Price,jeffrey.price.680@gslingacademy.com,male,False,2,False,4,Designer,80,65,96.0,73,84,92,73,0.5752895752895753,0.33333333333333337,0.4785070785070785
681,Zachary,Burns,zachary.burns.681@gslingacademy.com,male,False,5,False,19,Accountant,79,88,83.0,84,78,72,79,0.5752895752895753,0.2037037037037037,0.42665522665522665
682,Curtis,Duffy,curtis.duffy.682@gslingacademy.com,male,False,3,False,33,Software Engineer,96,64,100.0,87,88,60,62,0.5521235521235521,0.14814814814814814,0.39053339053339053
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,95,81,91.0,62,36,79,69,0.38223938223938236,0.1111111111111111,0.27378807378807385
684,Jeffery,Kelley,jeffery.kelley.684@gslingacademy.com,male,False,4,False,29,Unknown,86,68,65.0,64,95,82,87,0.5135135135135136,0.5,0.5081081081081081
685,Kenneth,Clark,kenneth.clark.685@gslingacademy.com,male,False,1,True,27,Lawyer,86,97,72.0,90,95,99,76,0.7760617760617761,0.24074074074074073,0.561933361933362
686,Hayley,Case,hayley.case.686@gslingacademy.com,female,False,2,False,20,Unknown,87,68,66.0,83,92,81,80,0.5521235521235521,0.5555555555555556,0.5534963534963535
687,Vanessa,Martinez,vanessa.martinez.687@gslingacademy.com,female,False,0,False,35,Accountant,94,87,100.0,90,86,86,90,0.8455598455598459,0.9444444444444444,0.8851136851136853
688,Tara,Thomas,tara.thomas.688@gslingacademy.com,female,False,0,False,29,Doctor,88,71,87.0,85,100,78,78,0.6679536679536682,0.33333333333333337,0.5341055341055343
689,Aaron,Williamson,aaron.williamson.689@gslingacademy.com,male,False,2,True,0,Artist,88,69,76.0,64,90,78,80,0.5057915057915059,0.8518518518518519,0.6442156442156444
690,Phillip,Nelson,phillip.nelson.690@gslingacademy.com,male,False,3,False,10,Unknown,76,61,68.0,88,86,87,66,0.4555984555984556,0.2777777777777778,0.38447018447018444
691,Michael,Hinton,michael.hinton.691@gslingacademy.com,male,False,1,True,29,Construction Engineer,84,66,99.0,80,71,88,89,0.6293436293436296,0.962962962962963,0.762791362791363
692,Alex,Shelton,alex.shelton.692@gslingacademy.com,male,False,0,True,17,Software Engineer,96,77,91.0,85,69,91,91,0.718146718146718,0.07407407407407407,0.4605176605176604
693,Ross,Esparza,ross.esparza.693@gslingacademy.com,male,True,10,False,1,Business Owner,57,75,64.0,85,53,95,81,0.3706563706563708,0.6296296296296297,0.4742456742456743
694,Lisa,Murphy,lisa.murphy.694@gslingacademy.com,female,False,1,False,14,Teacher,93,79,82.0,67,64,90,65,0.4864864864864864,0.2037037037037037,0.37337337337337334
695,Richard,Gibson,richard.gibson.695@gslingacademy.com,male,False,1,False,24,Unknown,88,84,61.0,61,79,62,99,0.4633204633204637,0.4444444444444444,0.455770055770056
696,Jackson,Olson,jackson.olson.696@gslingacademy.com,male,False,2,False,35,Construction Engineer,89,99,86.0,97,98,97,93,0.945945945945946,0.9444444444444444,0.9453453453453454
697,Michael,Waters,michael.waters.697@gslingacademy.com,male,False,3,False,19,Construction Engineer,80,88,94.0,94,100,99,99,0.926640926640927,0.37037037037037035,0.7041327041327043
698,Daniel,Mcneil,daniel.mcneil.698@gslingacademy.com,male,False,6,False,23,Banker,94,92,61.0,87,61,94,69,0.5559845559845558,0.6481481481481481,0.5928499928499926
699,James,Mcgee,james.mcgee.699@gslingacademy.com,male,False,9,False,14,Construction Engineer,99,74,98.0,69,69,64,96,0.5984555984555988,0.962962962962963,0.7442585442585445
700,Dennis,Park,dennis.park.700@gslingacademy.com,male,False,2,False,21,Banker,81,72,87.0,62,69,93,72,0.471042471042471,0.40740740740740744,0.44558844558844557
701,Gregory,Jones,gregory.jones.701@gslingacademy.com,male,False,6,False,18,Unknown,91,61,95.0,82,77,87,95,0.6718146718146718,0.2777777777777778,0.5141999141999142
702,Barbara,Petersen,barbara.petersen.702@gslingacademy.com,female,False,2,True,16,Writer,71,100,99.0,95,91,96,96,0.9034749034749034,0.7037037037037037,0.8235664235664235
703,Andrea,Baker,andrea.baker.703@gslingacademy.com,female,False,4,False,2,Unknown,61,66,78.0,79,79,96,81,0.4864864864864864,0.8148148148148148,0.6178178178178177
704,Robert,Holmes,robert.holmes.704@gslingacademy.com,male,False,5,True,16,Unknown,87,89,60.0,66,79,81,65,0.43629343629343653,0.962962962962963,0.6469612469612471
705,Autumn,Jones,autumn.jones.705@gslingacademy.com,female,False,0,False,29,Software Engineer,93,69,79.0,78,77,73,77,0.5096525096525095,0.7592592592592593,0.6094952094952095
706,Richard,Davis,richard.davis.706@gslingacademy.com,male,False,5,False,35,Accountant,92,88,87.0,98,96,85,96,0.8803088803088803,0.7037037037037037,0.8096668096668096
707,Anthony,Armstrong,anthony.armstrong.707@gslingacademy.com,male,False,2,False,11,Banker,96,87,99.0,65,98,79,93,0.7837837837837838,0.24074074074074073,0.5665665665665666
708,Julian,Ortiz,julian.ortiz.708@gslingacademy.com,male,False,3,False,4,Artist,83,75,77.0,61,93,61,75,0.4285714285714284,0.5555555555555556,0.4793650793650792
709,Melinda,Sanchez,melinda.sanchez.709@gslingacademy.com,female,False,0,False,15,Teacher,78,84,79.0,96,76,71,71,0.5444015444015444,0.07407407407407407,0.35627055627055626
710,James,Carter,james.carter.710@gslingacademy.com,male,True,10,False,25,Banker,82,74,84.0,74,86,81,100,0.644787644787645,0.6296296296296297,0.6387244387244388
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,94,91,68.0,61,34,60,63,0.2200772200772203,0.40740740740740744,0.2950092950092952
712,Susan,Long,susan.long.712@gslingacademy.com,female,False,7,False,30,Doctor,93,73,97.0,89,88,63,70,0.6138996138996142,0.5185185185185185,0.5757471757471759
713,Sharon,Allen,sharon.allen.713@gslingacademy.com,female,False,3,False,17,Teacher,80,95,98.0,95,96,97,85,0.8957528957528962,0.7777777777777778,0.8485628485628488
714,Leah,Brown,leah.brown.714@gslingacademy.com,female,False,10,False,0,Business Owner,55,99,71.0,94,69,87,84,0.5598455598455598,0.1851851851851852,0.40998140998140997
715,Maria,Barker,maria.barker.715@gslingacademy.com,female,True,2,False,10,Government Officer,94,71,83.0,76,99,95,94,0.7644787644787647,0.31481481481481477,0.5846131846131847
716,Kelly,Church,kelly.church.716@gslingacademy.com,female,False,2,False,22,Writer,72,72,85.0,90,75,94,65,0.5366795366795367,0.8518518518518519,0.6627484627484628
717,Michael,Walsh,michael.walsh.717@gslingacademy.com,male,False,3,False,16,Software Engineer,98,89,75.0,68,87,69,96,0.6486486486486487,0.2037037037037037,0.4706706706706707
